OBJECTID,uuid,event_id,event_name,start_date,end_date,locality,season,geometry_source,year,long,lat,location,OBJECTID,TARGET_FID,DATASETNAM,COMPLEVEL,WSCMDA,WSCSDA,WSCSSDA,FDA,WSCMDANAME,WSCSDANAME,WSCSSDANAM
1499,fb1d0351-04e7-4053-abde-78e28107cbf3,4a83c67d-198a-4be6-804a-0bed78304dcc,,3/29/1998,4/2/1998,Havelock,spring,MSPQ,1998,-74,45.071729,-73.73575919999996 45.07172900000006,1499,1499,02OAB00,NHN-CL2,2,02O,02OA,02OA,St. Lawrence Drainage Area,Central St. Lawrence,Montreal Island
1503,4f571915-45a8-4350-9c3d-24a90aac9a83,1868689d-eb96-493a-bf56-a9027e2dd80f,,3/15/2007,3/17/2007,Hinchinbrooke,spring,MSPQ,2007,-74,45.0720092,-74.18346439999993 45.072009200000025,1503,1503,02OAB00,NHN-CL2,2,02O,02OA,02OA,St. Lawrence Drainage Area,Central St. Lawrence,Montreal Island
1504,3ea1b452-c177-4db4-afd7-fe4a9ddcf60b,056d20a9-9c68-4842-8b44-ab4d8c47725c,,3/11/2020,3/12/2020,Hinchinbrooke,spring,MSPQ,2020,-74,45.0286052,-74.08994329999996 45.02860520000007,1504,1504,02OAB00,NHN-CL2,2,02O,02OA,02OA,St. Lawrence Drainage Area,Central St. Lawrence,Montreal Island
1505,73d45da1-1154-42d3-a8f5-44d3f1e98321,d402b426-94a9-4a5d-8fd8-bac485a44234,,1/8/2008,1/12/2008,Hinchinbrooke,winter,MSPQ,2008,-74,45.0603772,-74.18658529999993 45.06037720000006,1505,1505,02OAB00,NHN-CL2,2,02O,02OA,02OA,St. Lawrence Drainage Area,Central St. Lawrence,Montreal Island
1506,d6346e2c-9c37-4e7e-a31d-12d5220744f7,023493ce-1382-4da3-adf8-aca6a9a5a867,,4/1/2014,n/a - nd,Hinchinbrooke,spring,MSPQ,2014,-74,45.0432501,-74.18138629999999 45.04325010000008,1506,1506,02OAB00,NHN-CL2,2,02O,02OA,02OA,St. Lawrence Drainage Area,Central St. Lawrence,Montreal Island
1507,ffbaabd0-f9e1-405b-be69-388d4cb010ac,5bd8a067-4387-45be-bdd9-3136141b5f97,,2/12/2009,n/a - nd,Hinchinbrooke,winter,MSPQ,2009,-74,45.0583721,-74.18579429999994 45.05837210000004,1507,1507,02OAB00,NHN-CL2,2,02O,02OA,02OA,St. Lawrence Drainage Area,Central St. Lawrence,Montreal Island
1508,fe899ea7-fc7a-400c-bc38-8964ff6f0c29,4a83c67d-198a-4be6-804a-0bed78304dcc,,3/29/1998,4/2/1998,Hinchinbrooke,spring,MSPQ,1998,-74,45.0361921,-74.17838429999995 45.03619210000005,1508,1508,02OAB00,NHN-CL2,2,02O,02OA,02OA,St. Lawrence Drainage Area,Central St. Lawrence,Montreal Island
1509,94633928-06ef-4c4a-a487-121a67ce82d1,8d45d0e6-f9a1-4560-b41a-b964b0ad0a2e,,5/6/2011,n/a - nd,Huntingdon,spring,MSPQ,2011,-74,45.0881392,-74.17850039999996 45.08813920000006,1509,1509,02OAB00,NHN-CL2,2,02O,02OA,02OA,St. Lawrence Drainage Area,Central St. Lawrence,Montreal Island
1621,18112803-dbf8-42b0-b2bd-acabe348af33,a8ec3dab-fa4b-46bb-8784-2032bc24c393,,5/1/2023,n/a - nd,Pointe-Calumet,spring,CGNDB,2023,-74,45.5,-73.96666669999996 45.50000000000006,1621,1621,02OAA01,NHN-CL2,2,02O,02OA,02OA,St. Lawrence Drainage Area,Central St. Lawrence,Montreal Island
20,a4e44131-eef2-48c0-8782-fa090b814252,4a83c67d-198a-4be6-804a-0bed78304dcc,,3/29/1998,4/2/1998,Sainte-Émélie-de-l'Énergie,spring,MSPQ,1998,-74,46.3270975,-73.64606139999995 46.327097500000036,20,20,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
23,58647af2-5e11-4d10-a63e-92286979adf6,45cc7fe3-ee7d-4ffa-9714-eeda1056ad93,,4/26/2009,n/a - nd,Sainte-Émélie-de-l'Énergie,spring,MSPQ,2009,-74,46.3270645,-73.64614439999997 46.32706450000006,23,23,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
27,de4411aa-aea5-4ad5-a3b1-40e8ce6acfec,8d45d0e6-f9a1-4560-b41a-b964b0ad0a2e,,5/6/2011,n/a - nd,Sainte-Émélie-de-l'Énergie,spring,MSPQ,2011,-74,46.3287525,-73.64755539999999 46.328752500000064,27,27,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
28,2aeb5db5-f322-4edc-8901-b1c939670498,34b8bf87-c039-46fb-ae9c-90a5c30d41cc,,4/25/2005,n/a - nd,Sainte-Émélie-de-l'Énergie,spring,MSPQ,2005,-74,46.3159005,-73.59588249999996 46.315900500000055,28,28,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
49,886bc98e-38a3-409a-8277-40c11d3ac09c,e287ed58-0d88-45f9-8fe8-cc31b2d25fbe,,4/24/2007,n/a - nd,Saint-Côme,spring,MSPQ,2007,-74,46.2717687,-73.77101409999995 46.27176870000005,49,49,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
68,f46c7b37-b8b3-4c9b-805c-275c82d69e93,9ec90554-afe7-42a0-828c-744e7a05aa9f,,4/20/2013,n/a - nd,Saint-Damien,spring,MSPQ,2013,-74,46.3123855,-73.55930749999999 46.31238550000006,68,68,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
69,b6dc26e6-d9db-48e4-9e68-0c93926b3f39,9ec90554-afe7-42a0-828c-744e7a05aa9f,,4/20/2013,n/a - nd,Saint-Damien,spring,MSPQ,2013,-74,46.3126665,-73.55918249999996 46.312666500000034,69,69,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
110,8125c0a3-85fd-4e49-82fb-e40304af2aa2,023493ce-1382-4da3-adf8-aca6a9a5a867,,4/1/2014,n/a - nd,Sainte-Émélie-de-l'Énergie,spring,MSPQ,2014,-74,46.3294385,-73.64852839999998 46.32943850000004,110,110,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
111,78ef85b9-6c57-4a15-adfb-1c7ce2824d64,8c901daf-8e02-4bcb-96a5-777dd6d23265,,3/26/2021,3/31/2021,Sainte-Émélie-de-l'Énergie,spring,MSPQ,2021,-74,46.321487,-73.61717729999998 46.32148700000005,111,111,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
112,6878be47-1319-46ea-abb2-b627eeccf72b,dc14cd63-1e9b-4dfd-abae-ef250ed39bfd,,4/29/2008,5/1/2008,Sainte-Émélie-de-l'Énergie,spring,MSPQ,2008,-74,46.3166195,-73.59674049999995 46.31661950000006,112,112,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
114,77146e90-b37d-41ed-aac1-91a567926133,e287ed58-0d88-45f9-8fe8-cc31b2d25fbe,,4/24/2007,n/a - nd,Sainte-Émélie-de-l'Énergie,spring,MSPQ,2007,-74,46.3012164,-73.56245349999995 46.301216400000044,114,114,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
115,b01cd597-5d7a-4836-8ad6-091fa553bee7,023493ce-1382-4da3-adf8-aca6a9a5a867,,4/1/2014,n/a - nd,Sainte-Émélie-de-l'Énergie,spring,MSPQ,2014,-74,46.3018134,-73.55973849999998 46.30181340000007,115,115,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
254,f13cf781-4ee8-49f1-8e93-4a62949895e3,45cc7fe3-ee7d-4ffa-9714-eeda1056ad93,,4/26/2009,n/a - nd,Notre-Dame-des-Prairies,spring,MSPQ,2009,-73,46.0701463,-73.48389769999994 46.07014630000003,254,254,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
255,8de94aaa-ea82-42de-b371-0748974e5f8c,de8d7590-985b-48c3-8b5e-51e27900e793,,4/17/1994,n/a - nd,Notre-Dame-des-Prairies,spring,MSPQ,1994,-73,46.0493473,-73.44124539999996 46.04934730000008,255,255,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
256,c4f8d8b1-18df-4fab-b7a5-64a159b1e946,9ec90554-afe7-42a0-828c-744e7a05aa9f,,4/20/2013,n/a - nd,Notre-Dame-des-Prairies,spring,MSPQ,2013,-73,46.0490143,-73.44059139999996 46.04901430000007,256,256,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
281,3791ee10-a556-49ac-8922-d268f646e007,ca660c96-aa8f-4dbf-9167-df8fc6d5c399,,3/30/2000,3/30/2000,Notre-Dame-de-Lourdes,spring,MSPQ,2000,-73,46.1153054,-73.48092379999997 46.11530540000007,281,281,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
351,ee2efc19-004c-4f13-906d-3e5c999d3ead,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Sainte-Émélie-de-l'Énergie,spring,MSPQ,2017,-74,46.3157948,-73.60146139999995 46.31579480000005,351,351,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
432,8751d180-8cdb-426c-aa75-db3ff9cf6e86,e287ed58-0d88-45f9-8fe8-cc31b2d25fbe,,4/24/2007,n/a - nd,Notre-Dame-des-Prairies,spring,MSPQ,2007,-73,46.0488573,-73.43828339999999 46.048857300000066,432,432,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
445,db55475f-08d4-40dc-9758-5530f051fe79,b513a4b2-3ced-4383-8c72-b49e46387996,,4/4/2005,n/a - nd,Chertsey,spring,MSPQ,2005,-74,46.1070387,-73.85570079999997 46.10703870000003,445,445,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
456,e90edc4a-42c7-4117-892e-49d28072a803,34b8bf87-c039-46fb-ae9c-90a5c30d41cc,,4/25/2005,n/a - nd,Saint-Calixte,spring,MSPQ,2005,-74,45.9506258,-73.84822879999996 45.95062580000007,456,456,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
457,6a9bb786-3866-4e03-ba83-a48221381418,9ec90554-afe7-42a0-828c-744e7a05aa9f,,4/20/2013,n/a - nd,Sainte-Julienne,spring,MSPQ,2013,-74,45.965864,-73.69339069999995 45.96586400000007,457,457,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
471,e1ef30fa-b5d5-424b-8756-035728f6d26a,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Sainte-Julienne,spring,MSPQ,2017,-74,46.0087135,-73.65589809999994 46.008713500000056,471,471,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
494,7718c7d0-aca4-4719-9a5c-cc2e4d0bcebd,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Saint-Paul,spring,MSPQ,2017,-73,45.9403706,-73.40859409999996 45.94037060000005,494,494,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
495,a567f5e9-db74-44e0-ae36-3f70717652fe,9ec90554-afe7-42a0-828c-744e7a05aa9f,,4/20/2013,n/a - nd,Saint-Paul,spring,MSPQ,2013,-73,45.93957,-73.40783199999998 45.93957000000006,495,495,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
569,77a56671-8d2a-4bb5-be02-01a239d01c70,242326a8-ee5a-43eb-afc4-3f9b691e0395,,1/9/1997,1/9/1997,Sainte-Sophie,winter,MSPQ,1997,-74,45.8493156,-73.88717309999998 45.84931560000007,569,569,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
584,8650da24-9adf-4f30-ba36-5d07f827d894,b513a4b2-3ced-4383-8c72-b49e46387996,,4/4/2005,n/a - nd,Sainte-Mélanie,spring,MSPQ,2005,-73,46.1289515,-73.43846949999994 46.12895150000003,584,584,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
589,3cc7b3ff-d5dc-42b2-969c-f9ea2c9dafb0,dc14cd63-1e9b-4dfd-abae-ef250ed39bfd,,4/29/2008,5/1/2008,Sainte-Julienne,spring,MSPQ,2008,-74,46.0114581,-73.66773179999996 46.01145810000003,589,589,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
596,34c07d57-26e5-4c5c-ba21-e1b19e47cba4,fb629733-7634-4b7b-89ac-87c3a4dd5b8d,,5/12/2014,5/14/2014,Sainte-Julienne,spring,MSPQ,2014,-74,46.0137781,-73.66611489999997 46.01377810000008,596,596,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
597,97a5c7b9-d6ee-4db9-a40a-36d234ccf7d8,4a83c67d-198a-4be6-804a-0bed78304dcc,,3/29/1998,4/2/1998,Sainte-Mélanie,spring,MSPQ,1998,-73,46.1504364,-73.49313489999997 46.150436400000046,597,597,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
598,c7a9635d-2c43-4803-a83c-c0a0a363b2a6,e94c9f60-4723-4586-adac-9486187adda3,,3/29/2020,5/17/2020,Sainte-Julienne,spring,MSPQ,2020,-74,46.0114941,-73.66375379999994 46.01149410000005,598,598,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
599,1637b269-43cb-439c-84e6-732ea09d52e0,34b8bf87-c039-46fb-ae9c-90a5c30d41cc,,4/25/2005,n/a - nd,Sainte-Julienne,spring,MSPQ,2005,-74,46.0114941,-73.66375379999994 46.01149410000005,599,599,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
600,20e7919e-eb77-43cf-8603-acfc4d5d8c9a,4a83c67d-198a-4be6-804a-0bed78304dcc,,3/29/1998,4/2/1998,Sainte-Mélanie,spring,MSPQ,1998,-73,46.1478884,-73.49499889999998 46.147888400000056,600,600,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
602,869118ed-6717-4b6e-99aa-2961376df909,023493ce-1382-4da3-adf8-aca6a9a5a867,,4/1/2014,n/a - nd,Sainte-Mélanie,spring,MSPQ,2014,-73,46.1068414,-73.48910389999998 46.106841400000064,602,602,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
603,46f56bab-f93b-475b-97b9-779d34f215b6,ca660c96-aa8f-4dbf-9167-df8fc6d5c399,,3/30/2000,3/30/2000,Sainte-Mélanie,spring,MSPQ,2000,-73,46.1053693,-73.48794379999998 46.10536930000006,603,603,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
604,65446520-63e8-4cb0-bdf3-c99c216ec0ed,4a83c67d-198a-4be6-804a-0bed78304dcc,,3/29/1998,4/2/1998,Sainte-Mélanie,spring,MSPQ,1998,-73,46.1679135,-73.47969279999995 46.167913500000054,604,604,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
605,8d4822b8-f2f4-4bc1-a957-026676c81acc,8c901daf-8e02-4bcb-96a5-777dd6d23265,,3/26/2021,3/31/2021,Sainte-Mélanie,spring,MSPQ,2021,-73,46.1263865,-73.44141479999996 46.12638650000008,605,605,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
606,50100efb-6dc7-4096-b73a-c06b9de9d3fa,023493ce-1382-4da3-adf8-aca6a9a5a867,,4/1/2014,n/a - nd,Sainte-Élisabeth,spring,MSPQ,2014,-73,46.1013184,-73.37096619999994 46.101318400000025,606,606,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
607,a7307a38-58bb-4987-8312-50412b98554e,e94c9f60-4723-4586-adac-9486187adda3,,3/29/2020,5/17/2020,Sainte-Élisabeth,spring,MSPQ,2020,-73,46.0974214,-73.35168509999994 46.09742140000003,607,607,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
646,9493ce4d-a558-47fa-b6ce-75ba805a4007,e94c9f60-4723-4586-adac-9486187adda3,,3/29/2020,5/17/2020,Sainte-Sophie,spring,MSPQ,2020,-74,45.8194406,-73.89484419999997 45.819440600000064,646,646,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
647,0437d320-e581-4f94-ac60-72bfdb275a42,4a83c67d-198a-4be6-804a-0bed78304dcc,,3/29/1998,4/2/1998,Sainte-Sophie,spring,MSPQ,1998,-74,45.8457245,-73.84572689999999 45.845724500000074,647,647,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
651,eb110986-8c64-444a-82b4-a4ff6cf33f44,4a83c67d-198a-4be6-804a-0bed78304dcc,,3/29/1998,4/2/1998,Sainte-Mélanie,spring,MSPQ,1998,-73,46.1300265,-73.43500849999998 46.13002650000004,651,651,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
669,3854c19e-1e1f-44d6-a34c-458987e6cf9b,4a83c67d-198a-4be6-804a-0bed78304dcc,,3/29/1998,4/2/1998,Saint-Gérard-Majella,spring,MSPQ,1998,-73,45.8968641,-73.43198439999998 45.89686410000007,669,669,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
675,6767cc6a-2b15-44cb-8d6d-0ebaf95f220d,4a83c67d-198a-4be6-804a-0bed78304dcc,,3/29/1998,4/2/1998,Saint-Antoine-de-Lavaltrie,spring,MSPQ,1998,-73,45.8729112,-73.28271019999994 45.87291120000003,675,675,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
690,bc37c3bb-d7a0-452b-996d-4452bbbeffda,1bf8dbca-cc7f-4713-aaa7-5a01e7f99f7d,,4/10/1993,n/a - nd,Saint-Charles-Borromée,spring,MSPQ,1993,-73,46.0522133,-73.45743749999997 46.05221330000006,690,690,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
704,27d46743-183e-4443-8020-15070a4c5596,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Saint-Damien,spring,MSPQ,2017,-74,46.3100398,-73.56018389999997 46.31003980000003,704,704,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
711,d496e525-a40a-4e83-81a4-671a1348f875,904eae95-1b13-4eb9-88bb-95e40de73031,,1/16/1995,n/a - nd,Joliette,winter,MSPQ,1995,-73,46.0271713,-73.43788619999998 46.02717130000008,711,711,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
712,6500725e-40d6-4ff3-9189-ac11b73d817e,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Saint-Damien,spring,MSPQ,2017,-74,46.311027,-73.56056259999997 46.31102700000008,712,712,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
713,b5252bec-0e93-475a-92c0-e78bf5debd85,9ec90554-afe7-42a0-828c-744e7a05aa9f,,4/20/2013,n/a - nd,Saint-Damien,spring,MSPQ,2013,-74,46.3060855,-73.55918249999996 46.30608550000005,713,713,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
797,76b3cec9-8195-41ea-9b79-1bed3c2f521e,1bf8dbca-cc7f-4713-aaa7-5a01e7f99f7d,,4/10/1993,n/a - nd,Notre-Dame-des-Prairies,spring,MSPQ,1993,-73,46.0554303,-73.45177249999995 46.05543030000007,797,797,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
801,2be152df-c9d1-45cf-b389-476b76d6eb4c,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Rawdon,spring,MSPQ,2017,-74,46.0391337,-73.71259389999994 46.039133700000036,801,801,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
802,b827225b-e122-4b7b-be60-970ec75f277a,9ec90554-afe7-42a0-828c-744e7a05aa9f,,4/20/2013,n/a - nd,Chertsey,spring,MSPQ,2013,-74,46.2006209,-73.89482409999994 46.20062090000005,802,802,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
826,331e386d-14d0-4b48-bd5c-c5620d75b35f,5972eb91-eb3d-41f9-9911-b89b498122e5,,2/22/1996,2/22/1996,Sainte-Sophie,winter,MSPQ,1996,-74,45.8334335,-73.87619509999996 45.83343350000007,826,826,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
836,eb2eb008-d1fc-496f-8dfc-792bcda8fd0b,e287ed58-0d88-45f9-8fe8-cc31b2d25fbe,,4/24/2007,n/a - nd,Sainte-Julienne,spring,MSPQ,2007,-74,46.0135231,-73.67302489999997 46.01352310000004,836,836,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
867,7d41097f-c20b-4802-a791-7731eaf10109,ca660c96-aa8f-4dbf-9167-df8fc6d5c399,,3/30/2000,3/30/2000,Saint-Charles-Borromée,spring,MSPQ,2000,-73,46.0487913,-73.46254749999997 46.04879130000006,867,867,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
885,617d0e78-2085-4191-93cb-5c6c80584961,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Rawdon,spring,MSPQ,2017,-74,46.0393054,-73.71200739999995 46.039305400000046,885,885,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
886,a742a69d-3771-489a-ba11-1682acc72e6e,9ec90554-afe7-42a0-828c-744e7a05aa9f,,4/20/2013,n/a - nd,Rawdon,spring,MSPQ,2013,-74,46.0393131,-73.70927299999994 46.03931310000007,886,886,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
987,6fe2f75b-bfe4-433a-9e73-185fdbf40886,1bf8dbca-cc7f-4713-aaa7-5a01e7f99f7d,,4/10/1993,n/a - nd,Saint-Charles-Borromée,spring,MSPQ,1993,-73,46.0463033,-73.45966439999995 46.046303300000034,987,987,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
989,822ebfd9-0910-4120-817b-73c9062c4617,4a83c67d-198a-4be6-804a-0bed78304dcc,,3/29/1998,4/2/1998,Notre-Dame-des-Prairies,spring,MSPQ,1998,-73,46.0703413,-73.48674869999996 46.07034130000005,989,989,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
994,6cb55dfa-cf1a-401c-b051-adfd29576522,1bf8dbca-cc7f-4713-aaa7-5a01e7f99f7d,,4/10/1993,n/a - nd,Notre-Dame-des-Prairies,spring,MSPQ,1993,-73,46.0315883,-73.43910129999995 46.03158830000007,994,994,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
996,7647cf77-625a-4433-8082-bc8bea9c9062,b513a4b2-3ced-4383-8c72-b49e46387996,,4/4/2005,n/a - nd,Saint-Charles-Borromée,spring,MSPQ,2005,-73,46.0519683,-73.45466539999995 46.051968300000055,996,996,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
998,ab4fcc78-e0b8-4c8f-89fe-f47a91942e08,4a83c67d-198a-4be6-804a-0bed78304dcc,,3/29/1998,4/2/1998,Notre-Dame-des-Prairies,spring,MSPQ,1998,-73,46.0583473,-73.44053439999993 46.05834730000004,998,998,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
999,a6e88166-c7b8-49e3-affe-0447af6ca6eb,4a83c67d-198a-4be6-804a-0bed78304dcc,,3/29/1998,4/2/1998,Joliette,spring,MSPQ,1998,-73,46.0324053,-73.43994229999998 46.03240530000005,999,999,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
1000,8d46abe9-fe90-44c7-855c-aa1ecb694394,dc14cd63-1e9b-4dfd-abae-ef250ed39bfd,,4/29/2008,5/1/2008,Notre-Dame-des-Prairies,spring,MSPQ,2008,-73,46.0481853,-73.43658339999996 46.04818530000006,1000,1000,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
1001,c13b1681-4d21-4329-a03b-8d72a08e7649,1bf8dbca-cc7f-4713-aaa7-5a01e7f99f7d,,4/10/1993,n/a - nd,Joliette,spring,MSPQ,1993,-73,46.0387213,-73.42312029999994 46.03872130000008,1001,1001,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
1002,1b402728-50c0-4a38-8cf7-138f65977105,8c901daf-8e02-4bcb-96a5-777dd6d23265,,3/26/2021,3/31/2021,Notre-Dame-des-Prairies,spring,MSPQ,2021,-73,46.0441742,-73.43107599999996 46.04417420000004,1002,1002,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
1003,228433c9-6907-45be-8f91-7437993cc99a,ca660c96-aa8f-4dbf-9167-df8fc6d5c399,,3/30/2000,3/30/2000,Notre-Dame-des-Prairies,spring,MSPQ,2000,-73,46.0430723,-73.43096129999998 46.04307230000006,1003,1003,02OB000,NHN-CL2,2,02O,02OB,02OB,St. Lawrence Drainage Area,Central St. Lawrence,L'Assomption
