OBJECTID,uuid,event_id,event_name,start_date,end_date,locality,season,geometry_source,year,long,lat,location,OBJECTID,TARGET_FID,DATASETNAM,COMPLEVEL,WSCMDA,WSCSDA,WSCSSDA,FDA,WSCMDANAME,WSCSDANAME,WSCSSDANAM
783,87185485-edb1-4526-a688-0c24816a5a3a,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Mansfield-et-Pontefract,spring,MSPQ,2017,-77,45.8719527,-76.76889039999998 45.871952700000065,783,783,02KC000,NHN-CL2,2,02K,02KC,02KC,St. Lawrence Drainage Area,Central Ottawa,Central Ottawa - Bonnechere
784,e30ed388-53d4-4ccc-8b91-b69b36ec100e,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Mansfield-et-Pontefract,spring,MSPQ,2017,-77,45.8724414,-76.77042279999995 45.87244140000007,784,784,02KC000,NHN-CL2,2,02K,02KC,02KC,St. Lawrence Drainage Area,Central Ottawa,Central Ottawa - Bonnechere
794,97d94e47-5985-46ae-af4a-6c1c2b61d6fa,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,L'Île-du-Grand-Calumet,spring,MSPQ,2017,-77,45.7233646,-76.61036139999999 45.723364600000025,794,794,02KC000,NHN-CL2,2,02K,02KC,02KC,St. Lawrence Drainage Area,Central Ottawa,Central Ottawa - Bonnechere
796,e5718201-ec43-45ec-9be7-bbc9179746d5,9ec90554-afe7-42a0-828c-744e7a05aa9f,,4/20/2013,n/a - nd,Campbell's Bay,spring,MSPQ,2013,-77,45.7268133,-76.60474969999996 45.72681330000006,796,796,02KC000,NHN-CL2,2,02K,02KC,02KC,St. Lawrence Drainage Area,Central Ottawa,Central Ottawa - Bonnechere
809,7256eb29-728a-4944-aba0-b1019a2dcd97,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Clarendon,spring,MSPQ,2017,-77,45.5420669,-76.56943049999995 45.542066900000066,809,809,02KC000,NHN-CL2,2,02K,02KC,02KC,St. Lawrence Drainage Area,Central Ottawa,Central Ottawa - Bonnechere
1357,6ac2ac52-5da7-4554-b84f-43295727bd54,5bf11d61-a263-4b40-b1ef-e3f3a1a4089a,,4/20/2002,n/a - nd,L'Isle-aux-Allumettes,spring,MSPQ,2002,-77,45.8044419,-77.00033649999995 45.80444190000003,1357,1357,02KC000,NHN-CL2,2,02K,02KC,02KC,St. Lawrence Drainage Area,Central Ottawa,Central Ottawa - Bonnechere
1358,7ea01e9f-992b-4a53-bdc9-1c0bfa4d6986,fb629733-7634-4b7b-89ac-87c3a4dd5b8d,,5/12/2014,5/14/2014,Mansfield-et-Pontefract,spring,MSPQ,2014,-77,45.8171903,-76.75878019999999 45.81719030000005,1358,1358,02KC000,NHN-CL2,2,02K,02KC,02KC,St. Lawrence Drainage Area,Central Ottawa,Central Ottawa - Bonnechere
1359,c5595092-f200-4b2b-9a9e-25e74db7447a,e94c9f60-4723-4586-adac-9486187adda3,,3/29/2020,5/17/2020,Mansfield-et-Pontefract,spring,MSPQ,2020,-77,45.8241363,-76.75082129999998 45.82413630000008,1359,1359,02KC000,NHN-CL2,2,02K,02KC,02KC,St. Lawrence Drainage Area,Central Ottawa,Central Ottawa - Bonnechere
1361,99564f03-aee2-40eb-bfc3-cdff6c277cfe,5bf11d61-a263-4b40-b1ef-e3f3a1a4089a,,4/20/2002,n/a - nd,Mansfield-et-Pontefract,spring,MSPQ,2002,-77,45.8241363,-76.75082129999998 45.82413630000008,1361,1361,02KC000,NHN-CL2,2,02K,02KC,02KC,St. Lawrence Drainage Area,Central Ottawa,Central Ottawa - Bonnechere
1366,cadeec4a-6257-449b-b864-0a395ad3585f,5bf11d61-a263-4b40-b1ef-e3f3a1a4089a,,4/20/2002,n/a - nd,Fort-Coulonge,spring,MSPQ,2002,-77,45.8369413,-76.74608329999995 45.836941300000035,1366,1366,02KC000,NHN-CL2,2,02K,02KC,02KC,St. Lawrence Drainage Area,Central Ottawa,Central Ottawa - Bonnechere
1369,02bf9709-590e-47a4-a00a-57258b821554,5bf11d61-a263-4b40-b1ef-e3f3a1a4089a,,4/20/2002,n/a - nd,Chichester,spring,MSPQ,2002,-77,45.9278009,-77.13491859999993 45.92780090000008,1369,1369,02KC000,NHN-CL2,2,02K,02KC,02KC,St. Lawrence Drainage Area,Central Ottawa,Central Ottawa - Bonnechere
1375,12d4db20-5c84-456f-a592-3d0ea060f074,fb629733-7634-4b7b-89ac-87c3a4dd5b8d,,5/12/2014,5/14/2014,Waltham,spring,MSPQ,2014,-77,45.898532,-76.91890759999995 45.898532000000046,1375,1375,02KC000,NHN-CL2,2,02K,02KC,02KC,St. Lawrence Drainage Area,Central Ottawa,Central Ottawa - Bonnechere
1376,deb97e93-065d-48b3-a384-558072a34c9a,5bf11d61-a263-4b40-b1ef-e3f3a1a4089a,,4/20/2002,n/a - nd,Waltham,spring,MSPQ,2002,-77,45.89826,-76.90967659999995 45.89826000000005,1376,1376,02KC000,NHN-CL2,2,02K,02KC,02KC,St. Lawrence Drainage Area,Central Ottawa,Central Ottawa - Bonnechere
1483,9f4bc5ae-3199-4120-8c97-a2361385259a,5bf11d61-a263-4b40-b1ef-e3f3a1a4089a,,4/20/2002,n/a - nd,Campbell's Bay,spring,MSPQ,2002,-77,45.7308963,-76.60226569999998 45.73089630000004,1483,1483,02KC000,NHN-CL2,2,02K,02KC,02KC,St. Lawrence Drainage Area,Central Ottawa,Central Ottawa - Bonnechere
2,86cf2fcd-9b03-4c40-bff2-b03efa64a6df,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Mirabel,spring,MSPQ,2017,-74,45.7207942,-74.08626359999994 45.72079420000006,2,2,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
57,ed46af32-98fa-4025-aa02-e47096ee7281,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Val-David,spring,MSPQ,2017,-74,45.9995015,-74.24132499999996 45.999501500000065,57,57,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
109,87d1073d-5cd5-45cd-91ee-67a937818af9,45cc7fe3-ee7d-4ffa-9714-eeda1056ad93,,4/26/2009,n/a - nd,Lac-Saguay,spring,MSPQ,2009,-75,46.4921896,-75.14011609999994 46.492189600000074,109,109,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
310,d6f719e1-12ba-44f6-a92c-c9803edc5bde,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Mont-Tremblant,spring,MSPQ,2017,-75,46.1761124,-74.61454689999994 46.17611240000008,310,310,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
311,cc8bbf3f-6781-4d71-a98e-6107e5a1f8d7,9ec90554-afe7-42a0-828c-744e7a05aa9f,,4/20/2013,n/a - nd,Mirabel,spring,MSPQ,2013,-74,45.7219706,-74.08486569999997 45.72197060000008,311,311,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
319,4f05d2a8-9f68-44ea-9e08-b8afce1e869d,904eae95-1b13-4eb9-88bb-95e40de73031,,1/16/1995,n/a - nd,Rivière-Rouge,winter,MSPQ,1995,-75,46.4100559,-74.86947529999998 46.41005590000003,319,319,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
449,ba902759-2a60-43dc-963f-458f44e0f412,45cc7fe3-ee7d-4ffa-9714-eeda1056ad93,,4/26/2009,n/a - nd,Saint-Colomban,spring,MSPQ,2009,-74,45.7383136,-74.13627279999997 45.738313600000026,449,449,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
451,a40fac17-ad8e-4827-8712-18d1aa9836dd,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Val-Morin,spring,MSPQ,2017,-74,46.0038611,-74.17237719999997 46.00386110000005,451,451,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
461,90e3e0f6-e07b-4b85-94c1-089758caaae5,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Harrington,spring,MSPQ,2017,-75,45.8667041,-74.65056729999998 45.86670410000005,461,461,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
468,097a73fa-9d78-473a-86f3-93f8e7d3a1f0,8d45d0e6-f9a1-4560-b41a-b964b0ad0a2e,,5/6/2011,n/a - nd,Bellefeuille,spring,MSPQ,2011,-74,45.8079416,-74.04037259999996 45.80794160000005,468,468,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
478,79e280b9-ae98-49ee-9955-c8eced53b9c1,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Val-David,spring,MSPQ,2017,-74,46.0329702,-74.21230639999999 46.03297020000008,478,478,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
479,10118ecc-2a2f-4506-a3e6-205f808966ce,9ec90554-afe7-42a0-828c-744e7a05aa9f,,4/20/2013,n/a - nd,Val-Morin,spring,MSPQ,2013,-74,46.006102,-74.17839549999997 46.006102000000055,479,479,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
499,fe748a37-11aa-4173-a2a4-7a749d15cc89,9ec90554-afe7-42a0-828c-744e7a05aa9f,,4/20/2013,n/a - nd,Saint-Adolphe-d'Howard,spring,MSPQ,2013,-74,45.9713596,-74.33934229999994 45.97135960000003,499,499,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
512,3bb8ec86-60ee-4d68-a2df-a284a9fcfb3f,2a8299a9-5636-4d51-acbc-800d55eda40f,,4/17/2002,n/a - nd,Saint-Adolphe-d'Howard,spring,MSPQ,2002,-74,45.9754296,-74.36950739999997 45.97542960000004,512,512,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
516,9e9e3ef6-4b55-4911-a8aa-b224699abe52,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Mont-Tremblant,spring,MSPQ,2017,-75,46.1216692,-74.60053289999996 46.12166920000004,516,516,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
518,e41a559a-0285-44a3-b9f4-2ab4ccf65aef,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Mont-Tremblant,spring,MSPQ,2017,-75,46.1408734,-74.60320669999999 46.14087340000003,518,518,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
520,12ea9b61-95c1-445b-817b-7869979020ee,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Saint-Colomban,spring,MSPQ,2017,-74,45.7197012,-74.08938859999995 45.71970120000003,520,520,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
566,983c3da6-414a-45ee-b6a0-761a3f634cd8,f27c2f80-63a3-4b82-b4df-a63d120df575,,5/8/1995,6/13/1995,Wentworth,spring,MSPQ,1995,-74,45.794091,-74.37287399999997 45.79409100000004,566,566,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
567,2f16e7a1-d7ec-44ed-93b4-d7fbd7888bf6,4a83c67d-198a-4be6-804a-0bed78304dcc,,3/29/1998,4/2/1998,TNO aquatique de la MRC de La Rivière-du-Nord,spring,MSPQ,1998,-74,45.7092866,-74.09678279999997 45.70928660000004,567,567,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
568,78d5bbe1-f8d8-4567-a187-973d1b901ff0,023493ce-1382-4da3-adf8-aca6a9a5a867,,4/1/2014,n/a - nd,TNO aquatique de la MRC de La Rivière-du-Nord,spring,MSPQ,2014,-74,45.7276096,-74.07402269999994 45.72760960000005,568,568,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
571,7a08c4eb-49af-4144-bea6-a98f8ee162e6,8d45d0e6-f9a1-4560-b41a-b964b0ad0a2e,,5/6/2011,n/a - nd,Val-Morin,spring,MSPQ,2011,-74,45.995251,-74.19967559999998 45.99525100000005,571,571,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
572,41a50440-1f56-45bb-a67f-8e0887491ad9,e94c9f60-4723-4586-adac-9486187adda3,,3/29/2020,5/17/2020,Wentworth-Nord,spring,MSPQ,2020,-74,45.8492736,-74.45690429999996 45.84927360000006,572,572,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
573,08f8097c-340f-4efd-a382-921b53b3aa42,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Mille-Isles,spring,MSPQ,2017,-74,45.8291161,-74.24880559999997 45.82911610000008,573,573,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
574,888b8847-d688-401b-9198-4ed26cf4335a,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Saint-Adolphe-d'Howard,spring,MSPQ,2017,-74,45.9693347,-74.33707619999996 45.96933470000005,574,574,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
578,12f6afaa-b545-45e5-aabc-06d1b63bb48d,fb629733-7634-4b7b-89ac-87c3a4dd5b8d,,5/12/2014,5/14/2014,Val-David,spring,MSPQ,2014,-74,46.0285521,-74.20171569999997 46.02855210000007,578,578,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
582,88c4e21f-c10d-488a-8ad0-f54740c84476,4a83c67d-198a-4be6-804a-0bed78304dcc,,3/29/1998,4/2/1998,Val-David,spring,MSPQ,1998,-74,46.020358,-74.20124669999996 46.020358000000044,582,582,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
587,017ce19c-e403-47aa-9169-81459598ebb9,dc14cd63-1e9b-4dfd-abae-ef250ed39bfd,,4/29/2008,5/1/2008,Val-David,spring,MSPQ,2008,-74,46.0285091,-74.21310679999993 46.028509100000065,587,587,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
608,c6b9c786-0a79-479e-b068-e519065cde9b,dc14cd63-1e9b-4dfd-abae-ef250ed39bfd,,4/29/2008,5/1/2008,Val-Morin,spring,MSPQ,2008,-74,46.004667,-74.17542749999996 46.00466700000004,608,608,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
645,9c81dcbe-4fb2-41dc-8bef-7c4d70985a9b,e94c9f60-4723-4586-adac-9486187adda3,,3/29/2020,5/17/2020,Wentworth,spring,MSPQ,2020,-74,45.794091,-74.37287399999997 45.79409100000004,645,645,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
648,d9fd1bca-0702-428b-b324-0e92dc588e16,023493ce-1382-4da3-adf8-aca6a9a5a867,,4/1/2014,n/a - nd,Wentworth-Nord,spring,MSPQ,2014,-74,45.8492736,-74.45690429999996 45.84927360000006,648,648,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
652,7b22c47e-754a-459e-b190-23d784f96ccb,45cc7fe3-ee7d-4ffa-9714-eeda1056ad93,,4/26/2009,n/a - nd,Val-Morin,spring,MSPQ,2009,-74,46.009632,-74.19187359999995 46.00963200000007,652,652,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
709,34fc729a-ca4d-46e3-91e8-0d01c99e92b6,9ec90554-afe7-42a0-828c-744e7a05aa9f,,4/20/2013,n/a - nd,La Macaza,spring,MSPQ,2013,-75,46.357035,-74.77992029999996 46.35703500000005,709,709,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
714,0287e1ba-0519-4c00-b96c-2ebe7b64d1fc,904eae95-1b13-4eb9-88bb-95e40de73031,,1/16/1995,n/a - nd,Mont-Tremblant,winter,MSPQ,1995,-75,46.1683897,-74.60731499999997 46.168389700000034,714,714,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
715,a677e1f7-7cd4-4c80-abed-8a2fdda6b500,904eae95-1b13-4eb9-88bb-95e40de73031,,1/16/1995,n/a - nd,Mont-Tremblant,winter,MSPQ,1995,-75,46.1938327,-74.59631699999994 46.19383270000003,715,715,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
719,7a3e3bf6-bc7c-4455-8a27-bbea8b8670a1,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Sainte-Adèle,spring,MSPQ,2017,-74,45.9678166,-74.10352689999996 45.96781660000005,719,719,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
720,381ede67-3d61-48d6-96c4-e97c6154304e,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Sainte-Adèle,spring,MSPQ,2017,-74,45.9563015,-74.11125169999997 45.95630150000005,720,720,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
733,8d9bc087-df7e-401c-b61e-263c2558e45f,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Prévost,spring,MSPQ,2017,-74,45.846432,-74.06429609999998 45.84643200000005,733,733,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
736,f1cd0456-d7b0-4577-91cb-ccb9a64d27b9,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Brébeuf,spring,MSPQ,2017,-75,46.0827076,-74.66982959999996 46.08270760000005,736,736,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
737,5014a6ea-fca6-4bb4-9084-a8bf03c58b49,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Brébeuf,spring,MSPQ,2017,-75,46.0813987,-74.66686809999999 46.08139870000008,737,737,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
738,eadaa6b4-a3d2-467a-993b-3bca564600ed,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Mont-Tremblant,spring,MSPQ,2017,-75,46.1303979,-74.60628589999999 46.13039790000005,738,738,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
761,434976f5-d13b-4d3f-be9c-1091a4260dbd,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Val-David,spring,MSPQ,2017,-74,46.0406614,-74.22452179999993 46.04066140000003,761,761,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
793,a292066a-777d-411b-a3b5-819dd6648ffa,b648a717-4dfd-463d-9fbc-5f182dd3fff6,,5/1/1997,n/a - nd,Mont-Tremblant,spring,MSPQ,1997,-75,46.2084767,-74.59943699999997 46.20847670000006,793,793,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
816,b7d7ec03-f7ed-4ddb-8eb9-440cafd2fd85,b648a717-4dfd-463d-9fbc-5f182dd3fff6,,5/1/1997,n/a - nd,TNO aquatique de la MRC de La Rivière-du-Nord,spring,MSPQ,1997,-74,45.7225386,-74.08560469999998 45.722538600000064,816,816,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
841,fe67e069-4f55-4751-afdf-a92b90e2e8e9,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,La Conception,spring,MSPQ,2017,-75,46.2049349,-74.71008819999997 46.20493490000007,841,841,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
865,325aa6c1-aa57-447f-beb7-3dd99c03974a,904eae95-1b13-4eb9-88bb-95e40de73031,,1/16/1995,n/a - nd,Labelle,winter,MSPQ,1995,-75,46.2806978,-74.73315159999999 46.28069780000004,865,865,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
870,760cdea3-b0d9-4340-a365-fa40ee3695f4,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Lachute,spring,MSPQ,2017,-74,45.6592532,-74.33900649999998 45.65925320000008,870,870,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
893,16ccfc99-15f2-4db5-beb3-04568cad8750,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Mirabel,spring,MSPQ,2017,-74,45.7106722,-74.09216689999994 45.71067220000003,893,893,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
894,0e80f095-dd13-4806-a382-b29cdc6f77f9,9ec90554-afe7-42a0-828c-744e7a05aa9f,,4/20/2013,n/a - nd,Saint-Colomban,spring,MSPQ,2013,-74,45.7239966,-74.08269369999994 45.72399660000008,894,894,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
895,efa38c21-6d0f-450a-a8d0-e9d23c4da9ca,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Saint-Colomban,spring,MSPQ,2017,-74,45.7545309,-74.06945149999996 45.75453090000008,895,895,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
898,bc55cd0c-7b6b-45e1-8d26-5a2d4803ca32,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Mirabel,spring,MSPQ,2017,-74,45.7359935,-74.05276699999996 45.73599350000006,898,898,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
899,7ccdda00-14af-4a56-85b4-b7cd1e6c1757,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Mirabel,spring,MSPQ,2017,-74,45.7402043,-74.03994179999995 45.74020430000007,899,899,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
917,e516d8cd-e190-4635-b2c9-d9c33804c997,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Saint-André-d'Argenteuil,spring,MSPQ,2017,-74,45.5184533,-74.33438779999994 45.51845330000003,917,917,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
928,bd343d25-5026-4bbd-a9e2-896e9e8a5995,9ec90554-afe7-42a0-828c-744e7a05aa9f,,4/20/2013,n/a - nd,Harrington,spring,MSPQ,2013,-75,45.7913379,-74.68895179999998 45.79133790000003,928,928,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
1032,10501922-aed4-4f0f-93dd-dba080c28c4b,45cc7fe3-ee7d-4ffa-9714-eeda1056ad93,,4/26/2009,n/a - nd,Gore,spring,MSPQ,2009,-74,45.7524825,-74.25414129999996 45.75248250000004,1032,1032,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
1066,99abe19f-43b0-4502-9449-f9d851ab9133,45cc7fe3-ee7d-4ffa-9714-eeda1056ad93,,4/26/2009,n/a - nd,Lachute,spring,MSPQ,2009,-74,45.6455239,-74.34997849999996 45.64552390000006,1066,1066,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
1072,aea1a6d8-0732-4738-9f00-eaeb73694fd1,8d45d0e6-f9a1-4560-b41a-b964b0ad0a2e,,5/6/2011,n/a - nd,Saint-André-d'Argenteuil,spring,MSPQ,2011,-74,45.5617148,-74.31399279999994 45.56171480000006,1072,1072,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
1080,65f7bd37-de83-4331-96f7-a258f22bbdae,dc14cd63-1e9b-4dfd-abae-ef250ed39bfd,,4/29/2008,5/1/2008,Lachute,spring,MSPQ,2008,-74,45.6606899,-74.32733649999994 45.66068990000008,1080,1080,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
1082,7e8e3f74-257e-4e96-b8f4-8830a9b86f05,e94c9f60-4723-4586-adac-9486187adda3,,3/29/2020,5/17/2020,Brownsburg-Chatham,spring,MSPQ,2020,-74,45.6777728,-74.41066179999996 45.67777280000007,1082,1082,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
1083,74a8ef60-88e9-4c98-998e-775d19e7d74f,45cc7fe3-ee7d-4ffa-9714-eeda1056ad93,,4/26/2009,n/a - nd,Brownsburg-Chatham,spring,MSPQ,2009,-74,45.6777728,-74.41066179999996 45.67777280000007,1083,1083,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
1084,b5457a07-dabe-41d5-b91f-4522fc431166,023493ce-1382-4da3-adf8-aca6a9a5a867,,4/1/2014,n/a - nd,Brownsburg-Chatham,spring,MSPQ,2014,-74,45.6765338,-74.40685379999996 45.67653380000007,1084,1084,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
1085,b5c229aa-54c2-4198-b8d9-74c9843dc134,4a83c67d-198a-4be6-804a-0bed78304dcc,,3/29/1998,4/2/1998,Lachute,spring,MSPQ,1998,-74,45.6468019,-74.35173149999997 45.64680190000007,1085,1085,02LC001,NHN-CL2,2,02L,02LC,02LC,St. Lawrence Drainage Area,Lower Ottawa,Rouge and Nord
